Type;DAT category;Platform;purpose for;DAT name;DAT provider name;DAT short Description;DAT provider website;Platform Link;Crop type;Cost Info
crop;Reacting or Variable Rate Technologies (VRT);NA;spraying;GeoSystem 240 CS + GPS;Geoline by Tecomec;The GeoSystem 240 CS + GPS is a computerized system designed for distributing phytosanitary products, suitable for use with sprayers and multi-row machines. The system offers several key features, including up to 5 section valves for precise control of spraying, and both automatic and manual operation modes for maximum flexibility. The system also comes with a GPS speed detector included, allowing for accurate control of spraying operations. Other features include a large, backlit alphanumeric LCD display, a multilingual menu, and simplified work parameter entry for ease of use. The system also offers customizable nozzle parameter storage, configurable units of measurement, and the ability to manage various parameters such as pressure, speed, and tank level. With visual and acoustic alarms, an integrated diagnostic tool, and foam marker management, the GeoSystem 240 CS + GPS provides farmers with real-time data and insights to help optimize their spraying operations for improved efficiency and environmental sustainability.;https://www.tecomec.com/en/agriculture ;NA;all;2.500 euros
crop;Reacting or Variable Rate Technologies (VRT);NA;planting and fertilization;SeedStar XP system;John Deere;The John Deere SeedStar system is a precision agriculture technology that provides variable-rate planting and fertilization. It uses sensors and GPS technology to adjust the planting and fertilization rates of crops based on soil conditions, moisture levels, and other environmental factors. The system can be integrated with other John Deere equipment, such as planters and tractors, to provide real-time monitoring and control of planting and fertilization operations. Overall, the SeedStar system helps farmers optimize their crop yields and reduce input costs by ensuring that crops are planted and fertilized at the most appropriate rates for their specific growing conditions.;https://salesmanual.deere.com/sales/salesmanual/en_AU/seeding/2021/feature/monitor_system/seedstar_xp_monitoringsystem.html;NA;arable, vegetable, row crops;10.000 - 20.000 euros
crop;Reacting or Variable Rate Technologies (VRT);NA;pesticide application;OptiSpray;Lemken;The Lemken OptiSpray system is a precision agriculture technology designed for variable-rate pesticide application. It uses sensors, GPS, and other data to detect changes in field conditions and adjust the pesticide application rate accordingly. The system enables farmers to optimize the use of pesticides by targeting only areas where pests or diseases are present, reducing the amount of chemicals used and minimizing the environmental impact. The system is designed to be integrated with existing equipment, such as sprayers, and can provide real-time monitoring and control of pesticide application operations. In short, the Lemken OptiSpray system helps farmers improve their crop yields, reduce input costs, and promote more sustainable farming practices.;https://lemken.com/de-de/landmaschinen/cropcare;NA;arable;15.000 - 30.000 euros
crop;Reacting or Variable Rate Technologies (VRT);NA;pesticide and fertilizer application;ExactApply;John Deere;The John Deere ExactApply system is a technology used for applying pesticides and fertilizers with precision and efficiency. It uses variable-rate technology to adjust the rate of application based on field conditions, and can be used on a range of crops, including arable crops, vineyards, and trees. The system is designed to improve crop yield and reduce environmental impact, and can be used on a variety of equipment types.;https://www.deere.com/en/technology-products/precision-ag-technology/precision-upgrades/sprayer-upgrades/exactapply-precision-upgrades/;NA;all;7.000 - 12.000 euros
crop;Reacting or Variable Rate Technologies (VRT);NA;seed and fertilizer application;X30 platform;Topcon;The Topcon X30 platform is a precision farming technology used for guidance and variable-rate application of seed and fertilizer based on field conditions. It can be used on a variety of crops and equipment types, and offers a range of tools and features to help optimize planting, fertilization, and harvesting operations.;https://www.topconagriculture.com/;NA;all;5.000 - 10.000 euros
crop;Recording or Mapping technologies (inc. monitoring systems, real-time location systems (RTLS));NA;Monitoring;Altum-PT;Micasense;The Altum-PT by Micasense is a powerful multispectral camera system designed for agricultural monitoring applications. The system captures high-quality images in five spectral bands, including red, green, blue, red edge, and near-infrared, providing farmers with detailed information on plant health, growth, and stress. The Altum-PT is capable of covering large areas quickly and accurately, enabling farmers to monitor their crops in real-time and make informed decisions about irrigation, fertilization, and other management practices. The system is also compatible with a range of drones and unmanned aerial vehicles (UAVs), providing farmers with a cost-effective and efficient solution for aerial crop monitoring. Overall, the Altum-PT is a powerful tool for improving crop yields, reducing waste, and optimizing farming operations for maximum productivity and sustainability.;https://support.micasense.com/hc/en-us;NA;all;15.500-16.000 euros
crop;Recording or Mapping technologies (inc. monitoring systems, real-time location systems (RTLS));NA;Monitoring;RedEdge-P;Micasense;The RedEdge-P by Micasense is a multispectral camera system designed for aerial crop monitoring applications. The system captures high-resolution images in five spectral bands, including red, green, blue, red edge, and near-infrared, providing farmers with detailed information on plant health, growth, and stress. The RedEdge-P is ideal for use with unmanned aerial vehicles (UAVs) and other aerial platforms, enabling farmers to quickly and accurately monitor their crops over large areas. The system is also compatible with a range of data analysis and management tools, allowing farmers to generate detailed maps and reports on crop health and productivity. Overall, the RedEdge-P is a powerful tool for improving crop yields, reducing waste, and optimizing farming operations for maximum productivity and sustainability.;https://support.micasense.com/hc/en-us;NA;all;9-10.000 euros
crop;Recording or Mapping technologies (inc. monitoring systems, real-time location systems (RTLS));NA;Monitoring;Autel Robotics EVO II Drone - 8k Camera Drone;Autel Robotics;Autel EVO II is the world’s first 8K foldable drone on the planet! With 48MP interchangeable camera, 1/2” CMOS sensor, EVO II drone capture content at resolutions up to a massive 8000x6000. F/1.8 fixed aperture and 4x lossless zoom allow you shot better image quality in the air. The EVO  delivers not only advanced features like obstacle avoidance and intelligent flight modes, but also high-tech muscle that brings home a top speed of 44 mph, up to 35-minute hover time, 40-minute flight time and an operating distance of 9 km (5.6 miles). In-flight performance, however, is just the start. The process of mapping or measuring crops with a drone is relatively simple. Autel Drones are equipped with flight planning software that allows the user to map around the area he needs to cover. The software then automatically maps the flight path and, in some cases, even prepares it for camera shots. As the drone flies, it automatically takes pictures using onboard sensors and a built-in camera, and uses GPS to determine when to take each picture.;https://www.autelpilot.eu/gclid=CjwKCAiA_vKeBhAdEiwAFb_nrW4D4YCiPQYxIaRSBIifhwWtHpSJ6qNXuiNRkYwTVFfW3H_P7cPPFBoCEfUQAvD_BwE;NA;all;1.600-2.000 euros
crop;Recording or Mapping technologies (inc. monitoring systems, real-time location systems (RTLS));Fairshare;Monitoring;eFarmer;efarmer;As our company specializes in GPS farming technologies and tractor equipment, it was quite important for us to provide our customers with a top-notch tool to manage the process of fieldwork easily and efficiently. No need to say that a farmer cannot stick to the laptop for hours as there are lots of work to do in the field. So we’ve decided to provide you with a farm mobile app that will help both getting reports from tractors and their GPS modules, planning and mapping and, of course, it is precise auto-steering that is a gem in the crown of our work.What makes the eFarmer’s mobile app specialIt is easy-to-install and to work both.It is provided for all types of Android-based devices.It is compatible with RTK GPS modules and systems;https://www.efarmer.nl/;https://fairshare-pnf.eu/tool-detailsid=60bf16c52e2a4b141eb3b3b1&flag=true&name=eFarmer;all;free
crop;Recording or Mapping technologies (inc. monitoring systems, real-time location systems (RTLS));NA;Mapping;Toro Precision Soil Moisture Sensor;Toro;The Toro Precision™ Soil Sensor reduces water waste by continuously measuring moisture levels in the soil and determining when to allow your controller to water, maximizing the efficiency of your irrigation system;https://www.toro.com/en;NA;;220 euros 
crop;Recording or Mapping technologies (inc. monitoring systems, real-time location systems (RTLS));NA;Monitoring;DJI Phantom 4 Multispectral Drone;DJI;The P4 Multispectral consolidates the process of capturing data that gives insight into crop health and vegetation management. DJI has created this platform with the same powerful performance standards that DJI is known for, including 27 minutes max flight time and up to 7 km1 transmission range with the OcuSync system.;https://www.dji.com/gr/p4-multispectral;NA;all;6.000-7.000 euros
crop;Recording or Mapping technologies (inc. monitoring systems, real-time location systems (RTLS));NA;Monitoring ;eBee Ag drone;eBee Ag;The eBee ag system includes eMotion software and a carrying case. The software and cameras enable 2 cm per pixel resolution and produce 3D maps and overlays as well as the capability to lay out (and simulate) a flight path for up to 45 minutes of flying time;https://ageagle.com/drones/ebee-ag/;NA;all;12.000 euros
crop;Recording or Mapping technologies (inc. monitoring systems, real-time location systems (RTLS));NA;Mapping;A631 RTK Base Station;Premium positioning;Real Time Kinematics, or RTK for short, is a special technique for satellite positioning that can produce accurate results to the centimeter, making it an invaluable tool for surveyors around the world. The method involves measuring satellite data against a ground station for precise, real time information.;https://www.premium-positioning.com/;NA;all;7.000 euros
crop;Recording or Mapping technologies (inc. monitoring systems, real-time location systems (RTLS));NA;Mapping;FARMTRX Yield Mapping Kit;FarmTRX;The FarmTRX Yield Monitor can easily be user-installed on any age/model combine in only a few hours using common tools. The yield monitor features a built-in GPS antenna, Bluetooth connectivity, and memory to store 5+ years of yield data. It uses optical sensors mounted on the clean grain elevator to measure yield, which are much more robust, serviceable, & user friendly than impact plate style sensors. It uses your smartphone or tablet as the monitor, saving thousands and the need for an expensive monitor. Raw data is easily exported and ready to move to other farm management systems.;https://www.farmtrx.com/;NA;all;2.500 euros
crop;Recording or Mapping technologies (inc. monitoring systems, real-time location systems (RTLS));NA;Monitoring;Single Depth sensor;Sensotera;Sensoterra Soil Moisture Sensors measure volumetric water content of the soil. They are all wireless and use the LoRaWAN network to get your data out of your fields and into your hands. They are manufactured at scale and available globally for you to order today.;https://www.sensoterra.com/en/product/single-depth-sensor/;NA;all;165 euros
crop;Recording or Mapping technologies (inc. monitoring systems, real-time location systems (RTLS));NA;Monitoring;Multi Depth sensor;Sensotera;Our new Multi Depth sensor has the same robustness as our Single Depth sensors - hammer it into the ground! No buttons, no screens, no nonsense. The sensor comes with 6 soil moisture sensors in one device. Knowing the soil moisture at several depths will allow you to track the health of your plant at its active root zone during the whole crop cycle. Also, with multiple points of measurement you can measure moisture levels at different soil horizons. They are all wireless and use the LoRaWAN network to get your data out of your fields and into your hands. 2 years of LoRa connectivity is included.;https://www.sensoterra.com/en/product/multi-depth-sensor/;NA;all;900 euros
crop;Recording or Mapping technologies (inc. monitoring systems, real-time location systems (RTLS));NA;Monitoring;Dragino LSPH01 Soil Temperature and pH Sensor;Dragino;The LSPH01 from Dragino detects the soil temperature and the pH value of the soil. The measured value of the pH sensor is corrected with the values of the temperature sensor before transmission.;https://shop.dragino.com/index.phprt=product/product&product_id=134;NA;all;115 euros
crop;Robotic Systems or Smart Machines (inc. Artificial Intelligence (AI));NA;weeding;Handheld – RootWave Pro;rootwave;RootWave Pro is an award-winning hand weeder designed for growers, gardeners and groundskeepers to spot weed and treat invasive species.;https://rootwave.com/pro/;NA;all;18.000 euros
crop;Robotic Systems or Smart Machines (inc. Artificial Intelligence (AI));NA;weeding;Horticulture – Fruit;rootwave;RootWave technology will provide full control of weeds in fruit crops without using chemicals.;https://rootwave.com/;NA;fruits;14.000 euros
crop;Robotic Systems or Smart Machines (inc. Artificial Intelligence (AI));NA;weeding;Agriculture – Cereals (robot);rootwave ;RootWave is developing revolutionary weed control products that will help to safeguard crop production.;https://rootwave.com/;NA;arable;€3,500 to €5,800
crop;Robotic Systems or Smart Machines (inc. Artificial Intelligence (AI));NA;weeding;Agriculture – Row crops (Tractor mounted);rootwave;RootWave is developing revolutionary weed control products that will help to safeguard crop production.;https://rootwave.com/;NA;arable;10.000 euros - 150.000 euros
crop;Robotic Systems or Smart Machines (inc. Artificial Intelligence (AI));NA;pruning;Wall-Ye 1000 mobile pruning robot;Wall-YE;autonomous robot for pruning in vineyards;http://wall-ye.com/index.html;NA;vineyard;35.000 euros
crop;Robotic Systems or Smart Machines (inc. Artificial Intelligence (AI));NA;harvesting;Agrobot SW6010;Agrobot;Agrobot SW6010 and AGSHydro, a bed-on hydroponic growing system customized for strawberry growing and harvesting;https://www.agrobot.com/;NA;strawberry;250.000 euros with 60 arms
crop;Robotic Systems or Smart Machines (inc. Artificial Intelligence (AI));NA;weeding;Lightweight autonomous robots initially for weeding;ecorobotix;Lightweight autonomous robots initially for weeding;https://ecorobotix.com/fr/;NA;arable;15.000 euros
crop;Robotic Systems or Smart Machines (inc. Artificial Intelligence (AI));NA;Weeding and thinning;ROBOVATOR;VISIONWEEDING;The Robovator is equipped with a special plant detection camera above each row, fitted on each parallelogram continuously monitors the passing plants The Robovater is equipped with a special plant detection camera above each row.It has a mechanical tool which is operated by hydraulic power.;https://www.visionweeding.com/;NA;lettuce, cabbage, fennel and onions;80.000 euros
crop;Robotic Systems or Smart Machines (inc. Artificial Intelligence (AI));NA;weeding;Naio Technologies Oz field robot;Naio Technologies;The Oz robot serves as an autonomous electric tractor which can be used for weeding and as a transport from harvesters to accumulation points. Oz operates as a self-powered robotic implement rather than a towed implement;http://www.naio-technologies.com/en/home/;NA;all;350-480 euros/month
crop;Robotic Systems or Smart Machines (inc. Artificial Intelligence (AI));NA;harvesting;White Shark DGF80;White Shark;The White Shark DGF80 is a smart harvesting machine developed by White Shark for use in harvesting olives, almonds, and other tree crops. The machine is designed to be highly efficient and can harvest up to 1,200 kg of olives per hour, reducing labor costs and improving productivity. The White Shark DGF80 features a range of advanced technologies, including a high-speed vibrational system, air blowers, and conveyors, which work together to gently remove the fruit from the trees and transport it to collection bins. The machine is also designed to be environmentally friendly, reducing the amount of waste and damage caused to the trees during harvesting. Overall, the White Shark DGF80 is a powerful tool for farmers looking to improve their efficiency and reduce labor costs in the harvesting of olives and other tree crops.;https://www.mascus.co.uk/agriculture/used-olive-harvesting-machines/white-shark-dgf80/oglotoxh.html;NA;fruits(olive,almonds,walnuts;19.000 euros 
crop;Robotic Systems or Smart Machines (inc. Artificial Intelligence (AI));NA;harvesting;White shark WS 332-86 RC;White Shark;The White Shark Olove Pickers is a smart harvesting machine developed by White Shark for use in harvesting olives. The machine is designed to be highly efficient and can harvest up to 200 kg of olives per hour, reducing labor costs and improving productivity. The White Shark Olove Pickers features a range of advanced technologies, including a combing system that gently removes the olives from the trees and transport them to a collection bin. The machine is also designed to be environmentally friendly, reducing the amount of waste and damage caused to the trees during harvesting. Overall, the White Shark Olove Pickers is a powerful tool for farmers looking to improve their efficiency and reduce labor costs in the harvesting of olives.;https://www.mascus.co.uk/agriculture/used-olive-harvesting-machines/white-shark-dgf80/oglotoxh.html;NA;Olives;19.000 euros
crop;Robotic Systems or Smart Machines (inc. Artificial Intelligence (AI));NA;spraying;XAG R150;Tractor GPS;The XAG R150 is an innovative unmanned ground vehicle designed for agricultural use. With its modular design and multiple modes of operation, it offers precision spraying, crop mapping, and on-farm transfer capabilities. The robot's high-speed turbine injection system provides accurate and efficient spraying, while its all-wheel drive and strong momentum allow it to adapt to any type of terrain. The XAG R150 also features GPS RTK precision navigation and autonomous precision guidance, making it a safe and reliable option for farmers. Equipped with the XAG JetSprayer ™ System, the robot can perform fully autonomous spraying with a maximum productivity of around 50 rpm. Its high-pressure turbines emit a focused, high-velocity airflow that can spray spray liquid into micron-level particles, directly on target areas, making it an ideal solution for precision agriculture.;Precision Agriculture Solutions - TractorGPS;NA;all;30.000 euros
crop;Robotic Systems or Smart Machines (inc. Artificial Intelligence (AI));NA;spraying;Rometron WEED-IT;Rometron ;Since 1999, WEED-IT is the most accurate, fastest and most easy to use weed detection and elimination technology available. By spraying only weeds, it helps you save up to 90% on chemical costs;https://www.weedit.com.au/;NA;Arable ;6,500 euros 
crop;Robotic Systems or Smart Machines (inc. Artificial Intelligence (AI));NA;connection;ISO BUS CONTROL;Agrotopo; ISOBUS,  ISO 11783 ,              .   Agricultural Industry Electronics Foundation (AEF),             -      .;http://agrotopo.eu/productproductid=2775;NA;all;950 euros
crop;Robotic Systems or Smart Machines (inc. Artificial Intelligence (AI));NA;multipurpose;ROBOTTI 150D;Agrointelli;A powerful field robot for power intensive operations, with 2 engines, a PTO and traditional diesel-hydraulic setup. It is the initial product of AGROINTELLI, blazing a trail for the ROBOTTI platform, operating already in more than 15 countries. ;https://agrointelli.com/;NA;Arable;187.000 euros
livestock;Automatic Milking Systems ;NA;Milking Machine;The Microdairy Portable Milking Machine;The Microdairy ;The Microdairy Portable Milking Machine has its own vacuum system, pulsation, milk reception or storage and milking equipment, all on a frame that can be easily transported and used wherever the animal is located. The transport frames are mainly in hot dipped galvanized or powder coated. Our Cow Milking Machines are manufactured in Turkey and optional Silicon liners are approved and manufactured in EU.;https://themicrodairy.com/;;Dairy cows;€ 592
livestock;Automatic Milking Systems ;NA;Milking Machine;Fullwood Merlin;Fullwood;Designed to keep your cows relaxed and productive, M²erlin uses smart improvements to upgrade your milking environment. With its incredibly silent electric arm, HMI touch screen and unique K-Flow integrated cow traffic, M²erlin makes milking quiet and stress-free, with natural entry and easy cow flow. What does this all mean? A quiet and relaxed environment that keeps cows comfortable at every stage of milking. The result is better milking and higher yields. M²erlin makes milking more peaceful for your cows and more profitable for you.;https://www.fullwoodjoz.com/solutions/robotic-milking/merlin/;;Dairy cows;€ 18.426
livestock;Automatic Milking Systems ;NA;Milking Machine;Lely Astronaut A5;Lely;The new milestone in robotic milking The Lely Astronaut A5 is the new milestone in robotic milking. It is a robot that has incorporated everything we have learned in the 25 years of experience since we invented robotic milking. A machine that guarantees high milk production with full respect for animal welfare and the environment.;https://www.lely.com/solutions/milking/astronaut-a5/                           https://www.lely.com/media/filer_public/8e/67/8e67908f-7466-41d5-b599-64acd0c15ac8/lely_dairy_2016_tr.pdf ;;Dairy cows;€ 150.000
livestock;Automatic Milking Systems ;NA;Milking Machine;DeLaval VMS V300;DeLaval;The VMS™ V300 milking robot features the best milking process we have ever created, focused on maximizing the economic benefit of every visit your cows make to it. It allows each cow to be milked according to her individual needs and capacity. This means that each cow is able to reach their full potential.;https://www.delaval.com/en-us/explore-our-farm-solutions/milking/delaval-vms-series/;;Dairy cows;€ 110.000
livestock;Automatic Milking Systems ;NA;Milking Robot;DairyRobot R9500;GEA Farm Technologies;With the R9500 milking robot the choice is yours: Automated milking with voluntary milking times or in groups via group milking. Whichever way fits your operation, thanks to GEA’s leading milking technology, you have a system that is intelligently designed for you and your cows! The DairyRobot R9500 is a milking robot developed by GEA that offers intelligent and flexible automatic milking. It can be configured as a single box system, a multi-box system or a rotary milking parlor, and it can accommodate different cow traffic styles and milking timeshttps://www.gea.com/en/products/milking-farming-barn/dairyrobot-automated-milking/dairyrobot-r9500-robotic-milking-system.jsp.The cost of this product may vary depending on the size, design and equipment options. However, according to a brochure from GEA, the price range for a single box system is between $175,000 and $225,000. You may want to contact GEA or a local dealer for more accurate pricing informationhttps://www.gea.com/en/binaries/gea-dairyrobot-r9500-robot-milking-system_tcm11-51429.pdf;https://www.gea.com/en/dairy-farming/index.jsp;;Dairy cows;€ 200.000
livestock;Automatic Milking Systems ;NA;automated rotary milking;GEA DairyProQ;GEA Farm Technologies;automated rotary milking solution for large-scale dairy farms. he GEA DairyProQ is a robotic rotary milking parlor developed by GEA that offers automatic milking for large herds of 600 cows or more. It has 28-80 milking stalls that operate independently, allowing for continuous milking with high reliability and minimal downtime. It also features the In-Liner Everything technology that performs every step of the milking process within the teat cup, ensuring excellent milk quality and hygienehttps://www.gea.com/en/products/milking-farming-barn/dairyrobot-automated-milking/rotary-parlor-dairyproq.jsp. Some of the benefits of using the GEA DairyProQ are: •  It has a standardized milking routine that takes place in a stress-free environment for the cows. The 3D camera teat detection system attaches the teat cups quickly and precisely, and the individual quarter milking and dipping ensure optimal udder healthhttps://www.gea.com/en/products/milking-farming-barn/dairyrobot-automated-milking/rotary-parlor-dairyproq.jsp. •  It has a conductivity sensor that monitors every udder quarter and lets you manage health preventively. When conductivity values rise, and milk quantity goes down, an automatic test quickly diagnoses the problem. This helps you reduce milk losses and treatment costshttps://www.gea.com/en/products/milking-farming-barn/dairyrobot-automated-milking/rotary-parlor-dairyproq.jsp.  •  It has a modern and motivating work environment for the operators. They can monitor milking, access valuable information on cow health, and intervene in the milking process at any time with a large touchscreen displayhttps://www.gea.com/en/products/milking-farming-barn/dairyrobot-automated-milking/rotary-parlor-dairyproq.jsp. •  It has a low operational and service cost thanks to its simplified maintenance, minimal use of consumables and energy, and optimized performancehttps://www.gea.com/en/products/milking-farming-barn/dairyrobot-automated-milking/rotary-parlor-dairyproq.jsp. It also integrates with GEA FarmView, a monitoring software that allows online diagnosis and supporthttps://www.youtube.com/watch?v=CZ03dvT2154.  The cost of this product may vary depending on the size, design and equipment options. However, according to a news article from 2014, the price range for a single stall module was between $50,000 and $60,000. You may want to contact GEA or a local dealer for more accurate pricing informationhttps://www.gea.com/en/stories/dynamic-dairy-farming.jsp.;https://www.gea.com/en/dairy-farming/index.jsp;;Dairy cows;€ 55.000
livestock;Automatic Milking Systems ;NA;Rotary milking;GEA DairyRotor T8900;GEA Farm Technologies;A rotary milking parlor is made to meet high demands of dairy farms around the world. he EXTERNAL ROTARY MILKING PARLOR DAIRYROTOR T8900 is a carousel milking system developed by GEA for dairy farms that demand high performance and efficiency. It can milk 32-120 cows per round with an outstanding ratio of manpower and milk yieldhttps://www.gea.com/en/products/milking-farming-barn/dairyrotor-milk-rotary/dairyrotor-external-rotaries/dairyrotor-t8900-rotary-parlor.jsphttps://www.gea.com/assets/gea-dairyrotor-t8900-external-rotary-en-227206.pdf. It also offers great comfort and durability for both the cows and the milking staffhttps://www.gea.com/en/products/milking-farming-barn/dairyrotor-milk-rotary/dairyrotor-external-rotaries/dairyrotor-t8900-rotary-parlor.jsphttps://www.gea.com/assets/gea-dairyrotor-t8900-external-rotary-en-227206.pdf.;https://www.gea.com/en/dairy-farming/index.jsp ;;Dairy cows;€ 2.000.000
livestock;Automatic Milking Systems ;NA;Robotic Milking;Lely Astronaut A3 Next;Lely;an automated milking system that milks, feeds, and monitors the health of cows. The milking system also examines the quantity and quality of the milk received from the cows, and if necessary, it separates milk that is contaminated or not to the correct standard. The Lely Astronaut A3 Next is a milking robot developed by Lely that offers automatic milking with improved cow comfort and efficiency. It features a 3D camera teat detection system that achieves an attachment time of 14 seconds under optimal conditions, and a unique I-flow concept that allows cows to enter and exit the box quickly and easilyhttps://www.lely.com/techdocs/astronaut/a3-next/. It also integrates with the Lely Grazeway system that allows cows to choose when to be milked and when to graze outsidehttps://www.lely.com/gb/explore-lely-astronaut-system/.The cost of this product may vary depending on the size, design and equipment options. However, according to a news article from 2009, the price range for a single box system was between $175,000 and $200,000. You may want to contact Lely or a local dealer for more accurate pricing informationhttps://www.dairyherd.com/news/proven-technology-fresh-design-lely-astronaut-a3-next;https://www.lely.com/techdocs/astronaut/a3-next/;;Dairy cows;€ 188.000
livestock;Automatic Milking Systems ;NA;Automatic Milking ;CapriMAX;Boumatic;The CapriMAX milking cluster is the ultimate milking solution for progressive dairy goatfarmers. Numerous innovations ensure best results in terms of milking speed and quality,ruggedness and comfort. ;https://boumatic.com/eu_en/products/caprimax/;;goat;100.000 - 300.000€
livestock;Automatic Milking Systems ;NA;Automatic Milking ;OviMAX;Boumatic;The OviMAX milking cluster is the ultimate milking solution for progressive dairy sheep farmers.Numerous innovations ensure best results in terms of milking speed and quality, ruggedness and comfort.Your milking operation will achieve new levels of efficiency and profitability.;https://boumatic.com/eu_en/products/ovimax/;;sheep;100.000 - 300.000€
livestock;Automatic Milking Systems ;NA;Rotary Parlor;Swiftlo goat rotary;Dairymaster;The Swiftflo Goat Rotary has been designed to give optimum operator and goat comfort. Its unique robotic carriage allows one operator to milk up to 1,300 goats per hour. It is suitable for herd sizes of 500 goats or more.;https://www.dairymaster.com/gb/goat-rotary/;;goat;100.000 - 300.000€
livestock;Automatic Oestrus Detection ;NA;monitoring and warning;HAPPY COW (Ida Sensor);DATAMARS;Ida monitors each cow for signs of heat, ensuring you don’t miss the optimal time for insemination. She also spots fertility-related issues, helping you proactively address non-cyclic cows, potential abortions and calvings.;https://www.ida.io/en/;https://iot-catalogue.s3.amazonaws.com/files/5f15a4942df0b21fe88057c9/HAPPY%20COW.pdf;Dairy cows;Pro €4 per month per cow plus €40 startup fee per cow
livestock;Automatic Oestrus Detection ;NA;heat detection;AfiAct II;Afimilk;Afiact II system works for you by reducing false alerts and maximizing heat detection rate, calving alert, delayed calving and host of other Parameters by advance and precise set of algorithms. In Case of calving you get alerts on predicted. The AfiAct II is a cow monitoring system developed by Afimilk that provides accurate and timely heat detection and health monitoring. It uses a pedometer that measures the activity and rest patterns of each cow and sends the data to the AfiFarm software. The software analyzes the data and alerts the farmer when a cow is in heat or has a health issue https://pdf.agriexpo.online/pdf/afimilk/afiact-ii/171321-13165.html The cost of this product may vary depending on the size, design and equipment options. However, according to a brochure from Afimilk, the price range for a single pedometer is between $200 and $300. You may want to contact Afimilk or a local dealer for more accurate pricing informationhttps://milkplan.com/site/index.php/en/products/milking-systems/cows/herd-management/afiact-2.;https://www.afimilk.com/cow-monitoring/#afiact2;;Dairy cows;200 - 300 euros (per single pedometer)
livestock;Automatic Oestrus Detection ;NA;heat detection;Ovalert;CRV;Ovalert is a reproductive management system developed by SCR Dairy for dairy farms. It uses sensors and data analysis to monitor cow behavior and physiological indicators related to reproduction. By analyzing cow activity and other factors, Ovalert helps farmers detect optimal breeding opportunities and improve reproductive efficiency in their herds. It provides heat detection, heat intensity scoring, health monitoring, and data analysis features to assist farmers in making informed decisions for better herd fertility.;https://crv4all.com/en/service/ovalert;https://4d4f.eu/;Dairy cows;€ 2.925
livestock;Automatic Oestrus Detection ;NA;heat and movement patterns detection and warning;CowScout;GEA Farm Technologies;Overall, the pregnancy rate has increased from 25% to 33%, and heifers are calving earlier.;https://www.gea.com/en/products/milking-farming-barn/activity-detection-cowscout.jsp     ----------          https://www.nedap-livestockmanagement.com/testimonial/carl-carlson/;;Dairy cows;65 per cow
livestock;Automatic Oestrus Detection ;NA;Heat Checking;Boar Bot 2.0;the Swine Robotics ;the Boar Bot 2.0 is a robotic device designed for use in pig farming to aid in the process of heat checking, which involves identifying female pigs in heat to facilitate breeding. The Boar Bot 2.0 is an updated version of an earlier model and features a variable speed motor with soft-start and soft-stop functionality, which allows for more precise and safe movement through the barn. Additionally, the updated technology is designed to exercise boars with smoother acceleration, which can improve their ability to find females in heat. Overall, the Boar Bot 2.0 appears to be a device intended to improve efficiency and animal welfare in pig farming.;https://swinerobotics.com/site/boar-bot-2-0/;NA;Pigs;Increase farrowing rates by 2-10% .  Increase safety with 95% less boar-worker contact, eliminate injuiries •        95% Labor Saving (Swine Robotics INC. link)
livestock;Automatic Oestrus Detection ;NA;Heat detection;Heat Detection Pigs;Nedap (Provider) Jenisys (supplier);The Nedap Sow Heat Detection is an advanced solution for pig farming that promptly reports heat conditions to the farmer. This system swiftly identifies and marks sows in heat within the group, ensuring timely detection. Through a separate station, it automates the recognition, marking, and separation of sows based on heat, outperforming traditional methods in speed and accuracy. The Stainless Steel version, part of the Electronic Sow Feeding system, enhances farmer safety and contributes to a 2% cost saving per sow per year, making it a valuable tool for efficient pig management.;http://www.jenisys.eu/JCLweb/heat-detection-pigs/;NA;pigs;saves 2% cost per sow per year
livestock;Automatic Feeding Systems ;NA;Automatic Feeding;Pitstop BASIS mineral feeder;MicroFeeder;The MicroFeeder PitstopBASIS is a feeder for providing mineral feed supplements to animals with individual needs. It comes in two models, one with a large mounting bracket for a wall and another with a small bracket for stanchion or fencing bars. The feeder is made of durable HDPE plastic and has a 45-liter volume feed container. The lid has a one-hand operated snap lock for easy filling, and the closed design protects the supplements from water and dung. One feeder serves about 25 cows, and it is suitable for animals without horns.;https://www.microfeeder.com/Pitstop;;Dairy cows;400 euros
livestock;Automatic Feeding Systems ;NA;Automatic Feeding;Lely Vector;Lely;Exact rations and always fresh food Frequent feeding has been proven to have a positive effect on the overall health of the herd. Lely Vector precisely loads the amount of feed for each feeding and distributes it only where it is needed. The caliper calculates the weight and realizes at what depth it should take the right amount.;https://www.lely.com/solutions/feeding/vector/;;Cattle;180.000 euros 
livestock;Automatic Feeding Systems ;NA;Automatic Feeding;Triomatic T30 feed kitchen;Trioliet ;combination of one or more feed floors, with the number depending on the number of coarse feed ingredients. These feed floors are easy to load using a silage cutter but the system is also suitable for round or square bales of silage, hay or straw. The cutting unit has two circular knives that cut the feed up evenly, leaving a compact feed structure;https://www.trioliet.com/products/automatic-feeding-systems/feed-kitchens/feed-storage-for-automatic-feeding-system;;Cattle;85.000 euros 
